name,combined_features
Paintball Chibis,Action;Indie Single-player;Local Multi-Player;Co-op;Local Co-op;Partial Controller Support Action;Indie
Epic of Serinor: Dawnshadow,RPG Single-player;Steam Achievements;Partial Controller Support;Steam Cloud Nudity;RPG;Pixel Graphics
You are Never Alone,Indie Single-player Indie;Horror
Starquake Academy,Adventure;Indie;Simulation Single-player Adventure;Indie;Simulation
Mutland,Action;Adventure;Indie Single-player;Steam Achievements;Steam Cloud;Stats Action;Indie;Adventure
TAL: Jungle,Adventure;Casual;Indie Single-player;Steam Achievements Indie;Casual;Adventure
Matter,Action;Indie Single-player;Full controller support Action;Indie
Sam & Dan: Floaty Flatmates,Action;Adventure;Free to Play;Indie;Strategy Online Multi-Player;Online Co-op VR;Multiplayer;Free to Play
Total Battle,Free to Play;Massively Multiplayer;Strategy Online Multi-Player;Online Co-op;In-App Purchases Strategy;Free to Play;Massively Multiplayer
RGB RUN,Action;Casual;Indie Single-player;Steam Achievements;Partial Controller Support Action;Indie;Casual
Spinheads,Action;Casual;Indie;Early Access Single-player;Full controller support Early Access;Action;Indie
Mining Rail,Action;Adventure;Casual;Racing Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards Action;Casual;Adventure
Data mining 3,Casual;Indie Single-player;Steam Achievements Casual;Indie;Relaxing
Clicker: Glad Valakas,Casual;Indie;Simulation Single-player;Steam Achievements Indie;Casual;Simulation
Yo My Yo!,Casual;Indie;Racing Single-player;Steam Achievements Indie;Casual;Racing
Oops!!! Puzzles!!!,Adventure;Casual;Indie Single-player;Steam Achievements Casual;Indie;Violent
Corma,Action;Adventure;Free to Play;Indie;Massively Multiplayer;Strategy;Early Access Single-player;Multi-player Early Access;Free to Play;Survival
You Have 10 Seconds 3,Indie Single-player;Steam Achievements;Full controller support Indie
Christmas Clicker: Idle Gift Builder,Casual;Free to Play;Indie;Strategy Single-player;In-App Purchases Casual;Free to Play;Indie
Dinosaurus Life VR,Adventure;Casual;Indie;Early Access Single-player Early Access;Adventure;Indie
Frantic Dimension,Action;Free to Play;Indie Single-player;Partial Controller Support;Steam Leaderboards Free to Play;Action;Indie
Rolling Bird,Action;Free to Play;Indie Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards Free to Play;Indie;Action
Nanobotic,Action;Free to Play;Indie;Strategy;Early Access Multi-player;Online Multi-Player;In-App Purchases Early Access;Free to Play;Action
Lilycle Rainbow Stage!!!,Adventure;Casual;Indie Single-player Visual Novel;Anime;Casual
Necro Defense,Action;Simulation;Strategy Single-player Strategy;Action;Simulation
Wings of Virtus,Action;Indie Single-player;Full controller support Action;Indie;Shoot 'Em Up
God Hand,Action;Free to Play;Simulation Single-player Free to Play;Simulation;Action
Abrakadaboom,Action;Adventure;Casual;Indie;Early Access Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support Early Access;Action;Indie
Ultimate Desktop Character Engine,Animation & Modeling;Design & Illustration;Utilities;Early Access Steam Workshop;Steam Cloud Early Access;Utilities;Animation & Modeling
Bloons Adventure Time TD,Action;Strategy Single-player;Steam Achievements;In-App Purchases Action;Strategy;Tower Defense
Rebel Forces,Action;Free to Play;Indie Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards Free to Play;Action;Indie
Stunt Simulator Multiplayer,Indie;Simulation Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards Indie;Simulation;Driving
Experience: Colorblindness,Simulation Single-player Simulation;VR;VR Only
CARDCORE,Free to Play;Indie;Strategy Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements Free to Play;Strategy;Indie
Girls and Tests,Casual;Indie Single-player;Steam Achievements Indie;Casual
Gizmo,Action;Indie Single-player;Steam Achievements;Full controller support Indie;Action;3D Platformer
Christmas Defence,Action;Adventure;Casual;Indie;Strategy Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards Strategy;Action;Indie
Allied Nations,Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access Single-player;Multi-player;Online Multi-Player Early Access;Strategy;RPG
Pedal-Olli 3D,Action;Sports Single-player Sports;Nudity;Sexual Content
Sunset Giant,Indie Single-player;Steam Achievements Indie;VR
Laser Party,Action;Indie Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support Action;Indie
Brick Breaker Halloween,Action;Casual;Indie Single-player Action;Indie;Casual
雪策边境,Action;Casual;Indie;Massively Multiplayer Online Multi-Player;Online Co-op Action;Indie;Casual
Starblazer,Adventure;Indie;Simulation;Strategy;Early Access Single-player Early Access;Indie;Strategy
Endless Maneuver,Adventure;Indie;Simulation Single-player;Steam Achievements Indie;Simulation;Adventure
Evolo.Mine,Casual;Indie Single-player Indie;Casual
RainWallpaper,Animation & Modeling;Design & Illustration;Utilities;Early Access Steam Workshop;Steam Cloud;Includes level editor Early Access;Animation & Modeling;Design & Illustration
祭品的逆襲 The Counterattack Of Sacrifice,Adventure;Indie Single-player Adventure;Indie;Horror
Kaori After Story,Adventure;Indie;RPG;Simulation Single-player;Steam Cloud Visual Novel;Indie;Adventure
Atrocity,Adventure;Indie;RPG;Simulation Single-player Adventure;Indie;Violent
In your Shadow,Free to Play;Indie Single-player Violent;Free to Play;Indie
Big Bash Boom,Sports Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud Sports
Profundum,Adventure;Indie Single-player Adventure;Indie;VR
PASKA BATTLE STYLE!,Action;Adventure;Indie Single-player Action;Indie;Adventure
Change : A Little Story,Indie Single-player Indie
Grave Keeper,Action;Adventure;Casual;Indie;RPG Single-player;Steam Achievements;Partial Controller Support Action;RPG;Casual
Fast Food Fighters,Action;Casual;Indie;Early Access Single-player Early Access;Indie;Action
Allison's Diary: Rebirth,Adventure;Indie;Simulation Single-player;Steam Achievements;Partial Controller Support Adventure;Indie;Simulation
RRRR,Action;Adventure;Casual;Indie;Massively Multiplayer Single-player;Local Multi-Player;Co-op;Local Co-op;Partial Controller Support Action;Indie;Casual
IMAZE.EXE,Adventure;Casual;Indie Single-player;Steam Achievements;Steam Cloud Casual;Indie;Adventure
"ДОКА 2! - КРОВЬ, КИШКИ, ГОЛЫЕ СИСЬКИ",Action;Adventure;Indie;Simulation Single-player;Steam Achievements Sexual Content;Nudity;Action
One Finger Death Punch 2,Action;Casual;Indie Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards Action;Indie;Casual
Haunting Hour,Adventure;Casual;Indie;Strategy Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements Adventure;Strategy;Indie
Knights Rubbish,Action;Adventure;Casual;Indie;RPG;Early Access Single-player;Local Co-op;Steam Achievements;Steam Cloud;Stats Early Access;Action;Indie
Heaven & Hell,Casual Single-player Casual;Match 3
Azurael's Circle: Chapter 3,Adventure;Indie Single-player;Full controller support Adventure;Indie;Gore
Maze 4D,Casual;Indie;Strategy Single-player Casual;Indie;Strategy
Heavy Memories,Action;Indie Single-player;Steam Achievements;Full controller support Action;Indie;Retro
Underlight,Free to Play;Massively Multiplayer;RPG MMO Free to Play;Massively Multiplayer;RPG
Santa's Workshop,Casual;Simulation Single-player;Steam Leaderboards Casual;Simulation
Death Mark,Adventure Single-player;Steam Achievements;Partial Controller Support;Steam Cloud Adventure;Violent;Sexual Content
Pixel Battle Royale,Action;Free to Play;Indie Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards Free to Play;Action;Indie
Twinfold,Indie;Strategy Single-player;Steam Achievements Strategy;Indie
Crome: Before Purgatory,Action Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards Action
Tanking Tanks,Action;Casual Single-player Action;Casual
Lucky Skiing,Casual;Racing;Simulation;Sports Single-player Sports;Casual;Simulation
混乱使者,Adventure;Early Access Single-player;Multi-player;Co-op;Local Co-op;Full controller support Early Access;Adventure
C.Q.C. - Close Quarters Combat,Action;Indie;Early Access Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support Early Access;Action;Indie
Love In Drawing,Casual;Indie;Strategy Single-player Casual;Strategy;Indie
Runa's School Story,Adventure Single-player;Steam Achievements Adventure;Visual Novel;Anime
CGENcore,Casual;Free to Play;Indie;Simulation Single-player Free to Play;Indie;Casual
Ishmael,Adventure;Casual;Free to Play;Indie;RPG;Simulation Single-player Free to Play;Indie;Adventure
Oppai Girl,Casual;Indie Single-player;Steam Achievements;Steam Cloud Nudity;Sexual Content;Mature
Game Soup,Action;Casual;Indie Single-player;Steam Achievements;Full controller support Indie;Action;Casual
The Great Emu War Of 1932,Indie Single-player Indie;Violent
GeminiArms,Action;Casual;Indie Single-player;Local Co-op;Full controller support;Steam Leaderboards Action;Indie;Casual
Alphabet Jump,Casual;Indie Single-player Indie;Casual
Stellar Sphere,Action;Indie;Sports Single-player;Full controller support Action;Sports;Indie
GACHIMUCHI M♂NLY PUZZLE,Casual;Indie;Simulation;Strategy Single-player;Steam Achievements Nudity;Indie;Sexual Content
Agent 9,Action;Adventure;Indie;Strategy Single-player;Steam Achievements;Steam Cloud Action;Indie;Adventure
Just Roll With It,Action;Casual;Indie;Early Access Single-player Early Access;Action;Indie
Hentai University 2: Biology course,Casual;Indie;RPG Single-player;Steam Achievements Nudity;Casual;Indie
BATALJ,Indie;Strategy Multi-player;Online Multi-Player;Steam Achievements Strategy;Indie;Turn-Based
Kings' Cross,Casual;Indie;Strategy Single-player Indie;Casual;Strategy
Hentai Girl in Space,Action;Casual Single-player Sexual Content;Nudity;Casual
Horror Girl Puzzle,Casual;Indie Single-player;Steam Achievements Indie;Gore;Casual
Don't Shoot Rabbit / 不要射中兔子,Casual;Indie Single-player;Steam Achievements;Steam Leaderboards Indie;Casual
ZDF History 360° – Tempelhof,Adventure Single-player;Partial Controller Support Adventure;VR
Eurobi Racing,Action;Casual;Indie;Racing;Sports;Strategy;Early Access Single-player;Steam Achievements;Steam Cloud Early Access;Action;Indie
Caracoland,Action;Adventure;Indie Single-player;Steam Achievements;Partial Controller Support Action;Indie;Adventure
Undholm,Indie;Simulation;Early Access Single-player Early Access;Indie;Simulation
Samozbor: Rebellion,Casual;Indie Single-player Indie;Casual;Visual Novel
Giant Celebration,Adventure;Casual;Indie;Early Access Single-player Early Access;Adventure;Indie
Hentai Secrets,Adventure;Casual;Indie;RPG;Simulation Single-player;Steam Achievements;Steam Cloud Sexual Content;Nudity;Casual
Slave Ghost,Adventure;Casual;Indie Single-player;Steam Achievements Adventure;Indie;Casual
Globesweeper,Casual;Indie Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards Casual;Indie;Puzzle
Dealer's Life,Simulation;Strategy Single-player;Steam Achievements;Steam Trading Cards Simulation;Strategy;Management
Gods and Kings,Free to Play;RPG;Strategy;Early Access Single-player;Steam Cloud Early Access;Free to Play;RPG
赫炎的印加诺克 Fullvoice ReBORN,Adventure Single-player Adventure;Nudity;Visual Novel
Slightly Heroes VR,Action;Casual Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer Action;Casual;FPS
Truth: Disorder III — Gemini / 真実：障害III - 双子座,Indie Single-player;Steam Achievements Violent;Sexual Content;Indie
Supreme Casino City,Simulation Single-player;In-App Purchases Simulation
Hyss,Adventure;Indie Single-player;Partial Controller Support Adventure;Indie;Puzzle
女巫与六便士 the sibyl and sixpence,Casual;Indie Single-player Casual;Indie
Hide Your Butts,Action;Indie Single-player;Multi-player;Online Multi-Player;Steam Achievements Action;Indie;Funny
DATAFLOW,Casual;Indie Single-player Indie;Casual
Space Battle VR,Action;Indie Single-player Action;Indie;VR
Cop Academy,Free to Play;Indie Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Stats Free to Play;Indie;VR
Medieval Towns,Action;Indie;Massively Multiplayer;Early Access Multi-player;Online Multi-Player;MMO Early Access;Massively Multiplayer;Action
Hir Corruption,Casual;Indie Single-player;Steam Achievements;Partial Controller Support;Steam Cloud Indie;Casual;Simulation
Bomber Barn,Action;Indie;Early Access Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support Early Access;Action;Indie
Tess Elated,Indie Single-player;Steam Achievements;Steam Leaderboards Indie;Puzzle;Logic
8 Queens,Casual;Indie;Accounting;Design & Illustration;Software Training;Web Publishing;Documentary;Tutorial Single-player;Steam Achievements Puzzle;Board Game;Indie
Pixel Drawing,Casual;Indie Single-player;Steam Achievements Indie;Casual
Nonogram,Casual;Indie Single-player;Steam Achievements Indie;Casual
Cat puzzle🐱,Casual;Indie Single-player;Steam Achievements Casual;Indie
Muzzleloaded,Action;Indie Single-player;Steam Achievements;Full controller support Action;Indie;Metroidvania
武儒绘卷 - 九五至尊,Adventure;Casual;Indie;RPG;Simulation;Strategy Single-player;Steam Achievements Adventure;RPG;Indie
TendyTrainer,Free to Play;Simulation;Sports Single-player Free to Play;Simulation;Sports
樱之杜†净梦者2 / Sakura no Mori † Dreamers 2,Adventure Single-player;Steam Cloud Gore;Sexual Content;Violent
Infinite Chili Sauce  无尽的辣酱,Casual;Indie;Simulation Single-player Indie;Casual;Simulation
Bird Memory,Casual;Indie Single-player Casual;Indie
Sea Creatures,Casual;Indie Single-player Indie;Casual
Chocolate makes you happy: New Year,Casual;Indie Single-player;Steam Achievements Casual;Indie;Puzzle
Waifu Hunter - Secret of Pirates,Action;Casual;Indie;RPG;Early Access Single-player Early Access;Nudity;Action
Bizango Blast,Action;Casual;Indie Single-player;Steam Achievements;Full controller support;Steam Cloud Casual;Action;Indie
Tank Blazers,Action;Casual;Indie Local Multi-Player;Shared/Split Screen;Full controller support Action;Indie;Casual
Theseus: Journey to Athens,Adventure;Indie;RPG;Strategy Single-player RPG;Adventure;Indie
Chrono Ghost,Action;Adventure;Indie Single-player;Steam Achievements;Partial Controller Support Action;Indie;Adventure
XSprite,Animation & Modeling;Utilities Steam Workshop;Steam Cloud Utilities;Animation & Modeling
Arcane Domains,Action;Adventure;Casual;Indie Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support Action;Indie;Casual
RainWidget,Animation & Modeling;Design & Illustration;Utilities;Early Access Steam Cloud Early Access;Design & Illustration;Utilities
HUNTING SIMULATOR VR,Adventure;Indie;Simulation;Sports Single-player;Stats Adventure;Indie;Simulation
Arctic Fleet,Indie;Strategy;Early Access Single-player;Steam Achievements Early Access;Indie;Strategy
Digging Dragon,Adventure;Indie Single-player;Steam Achievements Adventure;Indie;2D
